ID		wf	yb	color	jj
prunus_mume_XP_008225672.2	#FF7F00	prunus	FAD_BBE	#ff0000	.
prunus_mume_XP_008225673.1	#FF7F00	prunus	FAD_BBE	#ff0000	.
prunus_mume_XP_008225674.1	#FF7F00	prunus	FAD_BBE	#ff0000	.
prunus_mume_XP_008225754.1	#FF7F00	prunus	FAD_BBE	#ff0000	.
prunus_mume_XP_008225758.2	#FF7F00	prunus	FAD_BBE	#ff0000	.
prunus_mume_XP_008227084.1	#FF7F00	prunus	FAD_BBE	#ff0000	.
prunus_mume_XP_008231518.1	#FF7F00	prunus	x	#aaaaaa	.
prunus_mume_XP_008233058.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008236296.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008240731.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008241123.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008241124.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008241752.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008241754.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008241755.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008241756.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008241757.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008241758.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008241759.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008242354.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008242393.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008244287.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_008244956.1	#FF7F00	prunus	FAD_BBE	#ff0000	.
prunus_mume_XP_016648184.1	#FF7F00	prunus	BBE	#1f77b4	.
prunus_mume_XP_016648185.1	#FF7F00	prunus	BBE	#1f77b4	.
prunus_mume_XP_016648595.1	#FF7F00	prunus	FAD_BBE	#ff0000	.
prunus_mume_XP_016651717.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_016651868.1	#FF7F00	prunus	FAD	#ff7f0e	.
prunus_mume_XP_016651910.1	#FF7F00	prunus	FAD	#ff7f0e	.
shema_XP_062073119.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062076760.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062087047.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062087048.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062087073.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062088914.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062091037.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062091304.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062091305.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062093350.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062093513.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062093538.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062093554.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062093569.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062093576.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062094400.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062094578.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062094607.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062094863.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062094919.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062095038.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062095053.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062095151.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062095155.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062095293.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062095307.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062095325.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062095516.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062095530.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062096061.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062096508.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062097010.1	#FFFF33	shema	FAD_BBE	#ff0000	.
shema_XP_062098581.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062098868.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062101061.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062102486.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062102487.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062107370.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062112322.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062112980.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062112981.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062114879.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062114882.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062115606.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062117858.1	#FFFF33	shema	FAD	#ff7f0e	.
shema_XP_062117946.1	#FFFF33	shema	FAD	#ff7f0e	.
theobroma_cacao_KAK6233695.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6234453.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6237401.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6239645.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6243991.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6244224.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6244255.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6248703.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6248909.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6249068.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6252003.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6252082.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6256805.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6262290.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6262294.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6262295.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6262296.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6262297.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6262298.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6262299.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6262300.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6262301.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6262302.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6266099.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6266100.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6266101.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6266391.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6266550.1	#A65628	theobroma	FAD	#ff7f0e	.
theobroma_cacao_KAK6267539.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267540.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267542.1	#A65628	theobroma	x	#aaaaaa	.
theobroma_cacao_KAK6267543.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267544.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267545.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267546.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267547.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267548.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267549.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267550.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267551.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267552.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267553.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267555.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267561.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267562.1	#A65628	theobroma	FAD_BBE	#ff0000	.
theobroma_cacao_KAK6267567.1	#A65628	theobroma	FAD_BBE	#ff0000	.
yihuangma_PON31145.1	#F781BF	yihuangma	BBE	#1f77b4	.
yihuangma_PON31485.1	#F781BF	yihuangma	BBE	#1f77b4	.
yihuangma_PON31579.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON31750.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON32333.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON32336.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON32337.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON32514.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON32586.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON32587.1	#F781BF	yihuangma	BBE	#1f77b4	.
yihuangma_PON34997.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON37262.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON38462.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON38465.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON38466.1	#F781BF	yihuangma	BBE	#1f77b4	.
yihuangma_PON38467.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON38816.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON38817.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON38820.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON38821.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON38823.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON38825.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON38827.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON38829.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON38830.1	#F781BF	yihuangma	BBE	#1f77b4	.
yihuangma_PON38831.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON39141.1	#F781BF	yihuangma	BBE	#1f77b4	.
yihuangma_PON39143.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON39144.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON39146.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON39147.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON39150.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON39156.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON41021.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON43693.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON44931.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON46781.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON46782.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON47900.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON50239.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON50319.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON50327.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON52845.1	#F781BF	yihuangma	BBE	#1f77b4	.
yihuangma_PON60542.1	#F781BF	yihuangma	FAD_BBE	#ff0000	.
yihuangma_PON63540.1	#F781BF	yihuangma	x	#aaaaaa	.
yihuangma_PON71512.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON72450.1	#F781BF	yihuangma	x	#aaaaaa	.
yihuangma_PON73099.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON74355.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON74582.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON75496.1	#F781BF	yihuangma	FAD	#ff7f0e	.
yihuangma_PON75498.1	#F781BF	yihuangma	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015867735.3	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_015869954.2	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015871926.2	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_015872122.3	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_015878332.2	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_015878342.4	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_015878343.3	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_015881331.3	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015881947.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015882553.3	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_015884552.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015884553.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015884554.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015884555.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015885135.3	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015888917.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015888919.3	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015889153.2	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015889210.3	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015889490.4	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_015889879.2	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015889880.2	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015898047.3	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015900619.3	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_015900680.3	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_024927966.2	#999999	ziziphus	BBE	#1f77b4	.
ziziphus_jujuba_XP_024932650.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_024935342.3	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_048318560.2	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_048320408.1	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_048322053.2	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_048323271.2	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_048323331.2	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_048323352.1	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_048323370.2	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_048325079.1	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_048327581.2	#999999	ziziphus	FAD_BBE	#ff0000	.
ziziphus_jujuba_XP_048328443.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_048330973.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_048330974.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_048334533.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_048334536.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_060673740.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_060674650.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_060674651.1	#999999	ziziphus	FAD	#ff7f0e	.
ziziphus_jujuba_XP_060674652.1	#999999	ziziphus	FAD	#ff7f0e	.
